column_name,use,description,data_type,num_missing_values,num_unique_values
PA175Q03JA,,"During [ISCED 1], did child attend: [Enrichment lessons] in mathematics",numeric,6606,1
PA175Q04JA,,"During [ISCED 1], did child attend: [Remedial lessons] in mathematics",numeric,6606,1
PA185Q01JA,,"Agree/disagree: In our family, we encourage participating in extracurricular activities that require creativity.",numeric,6606,1
PA185Q02JA,,"Agree/disagree: At home, we are open to new ideas.",numeric,6606,1
PA185Q03JA,,"Agree/disagree: At home, we encourage trying new things",numeric,6606,1
PA185Q04JA,,"Agree/disagree: At home, we encourage being imaginative.",numeric,6606,1
PA185Q05JA,,Agree/disagree: Discussions we have at home help with developing new ideas.,numeric,6606,1
PA185Q07JA,,"Agree/disagree: At home, we create works of art together (e.g. paintings, sculptures).",numeric,6606,1
PA185Q08JA,,"Agree/disagree: At home, we discuss the books we are reading.",numeric,6606,1
PA185Q09JA,,"Agree/disagree: At home, we try to fix things that are broken.",numeric,6606,1
PA185Q10JA,,"Agree/disagree: At home, we discuss different solutions to social problems (e.g. unemployment, pollution).",numeric,6606,1
PA186Q01JA,,"Out of school, how often child does: Art classes/activities (e.g. painting, drawing)",numeric,6606,1
PA186Q02JA,,"Out of school, how often child does: Creative writing classes/activities",numeric,6606,1
PA186Q03JA,,"Out of school, how often child does: Music classes/activities (e.g. chorus, band)",numeric,6606,1
PA186Q04JA,,"Out of school, how often child does: Debate [club]",numeric,6606,1
PA186Q05JA,,"Out of school, how often child does: Dramatics, theatre class/activities",numeric,6606,1
PA186Q06JA,,"Out of school, how often child does: Publications (e.g. newspaper, [yearbooks], literary magazine)",numeric,6606,1
PA186Q07JA,,"Out of school, how often child does: Science [club]",numeric,6606,1
PA186Q08JA,,"Out of school, how often child does: Computer programming classes/activities",numeric,6606,1
PA187Q04JA,,"Agree/disagree: Creativity can only be expressed through the arts (e.g. drawing, music, writing).",numeric,6606,1
PA187Q06JA,,Agree/disagree: It is possible to be creative in nearly any subject.,numeric,6606,1
PA188Q01JA,,Agree/disagree: I am very creative.,numeric,6606,1
PA188Q02JA,,Agree/disagree: I enjoy projects that require creative solutions.,numeric,6606,1
PA188Q03JA,,Agree/disagree: I enjoy solving complex problems,numeric,6606,1
PA188Q04JA,,Agree/disagree: I enjoy learning new things.,numeric,6606,1
PA188Q05JA,,Agree/disagree: I enjoy artistic activities.,numeric,6606,1
PA188Q06JA,,Agree/disagree: I express myself through art.,numeric,6606,1
PA188Q08JA,,Agree/disagree: I have difficulty using my imagination.,numeric,6606,1
PA188Q09JA,,Agree/disagree: I have a good imagination.,numeric,6606,1
PA188Q10JA,,Agree/disagree: I like to be spontaneous,numeric,6606,1
PA189Q01JA,,Agree/disagree: My child is very creative.,numeric,6606,1
PA189Q02JA,,Agree/disagree: My child enjoys projects that require creative solutions.,numeric,6606,1
PA189Q03JA,,Agree/disagree: My child enjoys solving complex problems.,numeric,6606,1
PA189Q04JA,,Agree/disagree: My child enjoys learning new things.,numeric,6606,1
PA189Q05JA,,Agree/disagree: My child enjoys artistic activities.,numeric,6606,1
PA189Q06JA,,Agree/disagree: My child expresses him/herself through art.,numeric,6606,1
PA189Q09JA,,Agree/disagree: My child has a good imagination,numeric,6606,1
PA189Q10JA,,Agree/disagree: My child likes to be spontaneous.,numeric,6606,1
PA194Q01JA,,How many [digital devices] with screens are there in your home?,numeric,6606,1
PA195Q01JA,,How many books are there in your home?,numeric,6606,1
PA041Q01TA,,"In the last twelve months, about how much would you have paid to educational providers for services?",numeric,6606,1
PA042Q01TA,,What is your annual household income?,numeric,6606,1
EFFORT1,n,How much effort did you put into this test? (after cognitive assessment),numeric,1054,11
EFFORT2,n,How much effort would you have invested? (after cognitive assessment),numeric,1106,11
OCOD1,,ISCO-08 Occupation code - Mother,character,0,51
OCOD2,,ISCO-08 Occupation code - Father,character,0,54
OCOD3,,ISCO-08 Occupation code - Self,character,0,242
PROGN,,Unique national study programme code,character,0,2
AGE,,Students' age,numeric,0,13
GRADE,,Grade compared to modal grade in country,numeric,0,5
ISCEDP,,Levels of education programmes (ISCED 2011),numeric,0,2
IMMIG,,Index on immigrant background (OECD definition),numeric,236,4
COBN_S,,Student's county of birth,character,0,4
COBN_M,,Student mother's country of birth,character,0,4
COBN_F,,Student father's country of birth,character,0,4
LANGN,,Language spoken at home,numeric,0,1
REPEAT,,Grade repetition,numeric,48,3
MISSSC,,Missing school for more than 3 months,numeric,53,3
SKIPPING,,Skipping classes or days of school,numeric,54,3
TARDYSD,,Arriving late for school stricter definition,numeric,49,4
EXERPRAC,,Exercise or practice a sport before or after school,numeric,47,12
STUDYHMW,,Studying for school or homework before or after school,numeric,46,12
WORKPAY,,Working for pay before or after school,numeric,51,12
WORKHOME,,Working in household/take care of family members before or after school,numeric,51,12
EXPECEDU,,Highest expected educational level,numeric,209,8
MATHPREF,,Preference of Math over other core subjects,numeric,69,3
MATHEASE,,Perception of Mathematics as easier than other subjects,numeric,75,3
MATHMOT,,Motivation to do well in mathematics,numeric,67,3
DURECEC,,Duration in early childhood education and care,numeric,2094,10
BSMJ,,Expected occupation status (free response)- 4 digits,numeric,1379,176
SISCO,,Clear idea about future job,numeric,259,3
RELATST,,Quality of student-teacher relationships (WLE),numeric,48,2966
BELONG,,Sense of belonging (WLE),numeric,49,1251
BULLIED,,Being bullied (WLE),numeric,46,820
FEELSAFE,,Feeling safe (WLE),numeric,43,130
SCHRISK,,School safety risks (WLE),numeric,51,40
PERSEVAGR,,Perseverance (agreement) (WLE),numeric,92,5371
CURIOAGR,,Curiosity (agreement) (WLE),numeric,103,5214
COOPAGR,,Cooperation (agreement) (WLE),numeric,98,5217
EMPATAGR,,Empathy (agreement) (WLE),numeric,97,5071
ASSERAGR,,Assertiveness (agreement) (WLE),numeric,126,5256
STRESAGR,,Stress resistance (agreement) (WLE),numeric,147,5373
EMOCOAGR,,Emotional control (agreement) (WLE),numeric,136,5261
GROSAGR,,Growth Mindset (WLE),numeric,6606,1
INFOSEEK,,Information seeking about future careers (WLE),numeric,6606,1
FAMSUP,,Family support (WLE),numeric,105,5008
DISCLIM,,Disciplinary climate in mathematics (WLE),numeric,63,353
TEACHSUP,,Mathematics Teacher Support (WLE),numeric,68,20
COGACRCO,,Cognitive activation in mathematics: Foster reasoning Version B (WLE),numeric,71,4758
COGACMCO,,Cognitive activation in mathematics: Encourage mathematical thinking Version B (WLE),numeric,84,4403
EXPOFA,,Exposure to Formal and Applied Mathematics Tasks (WLE),numeric,80,4219
EXPO21ST,,Exposure to Mathematical Reasoning and 21st century mathematics tasks (WLE),numeric,83,4652
MATHEFF,,Mathematics self-efficacy: formal and applied mathematics - response options reversed in 2022 (WLE),numeric,77,1526
MATHEF21,,Mathematics self-efficacy: mathematical reasoning and 21st century skills (WLE),numeric,80,4442
FAMCON,,Subjective familiarity with mathematics concepts (WLE),numeric,90,3593
ANXMAT,,Mathematics Anxiety (WLE),numeric,82,113
MATHPERS,,Effort and Persistence in Mathematics  (WLE),numeric,83,4703
CREATEFF,,Creative self-efficacy (WLE),numeric,6606,1
CREATSCH,,Creative school and class environment (WLE),numeric,6606,1
CREATFAM,,Creative peers and family environment (WLE),numeric,6606,1
CREATAS,,Creative Activities at school (WLE),numeric,6606,1
CREATOOS,,Creative Activities outside of school (WLE),numeric,6606,1
CREATOP,,Creativity and Openness to Intellect TBD (WLE),numeric,6606,1
OPENART,,Openness to Art and Reflection TBD (WLE),numeric,6606,1
IMAGINE,,Imagination and Adventurousness TBD (WLE),numeric,6606,1
SCHSUST,,School actions/activities to sustain learning  (WLE),numeric,6606,1
LEARRES,,Types of learning resources used while school was closed (WLE),numeric,6606,1
PROBSELF,,Problems with self-directed learning (WLE),numeric,6606,1
FAMSUPSL,,Family support for self-directed learning (WLE),numeric,6606,1
FEELLAH,,Feelings about learning at home (WLE),numeric,6606,1
SDLEFF,,Self-directed learning self-efficacy (WLE),numeric,6606,1
MISCED,,Mother’s level of education (ISCED),numeric,74,10
FISCED,,Father’s level of education (ISCED),numeric,97,10
HISCED,,Highest level of education of parents (ISCED),numeric,57,10
PAREDINT,,Index highest parental education (international years of schooling scale),numeric,57,7
BMMJ1,,Mother’s occupational status (ISEI) based on 4-digit human coded ISCO,numeric,607,234
BFMJ2,,Father’s occupational status (ISEI) based on 4-digit human coded ISCO,numeric,849,266
HISEI,,Highest parental occupational status (ISEI) based on 4-digit human coded ISCO,numeric,310,247
ICTRES,,ICT Resources (WLE),numeric,40,1821
HOMEPOS,,Home possessions (WLE),numeric,40,5924
ESCS,y,"Index of economic, social and cultural status",numeric,47,5815
FCFMLRTY,,Familiarity with concepts of finance,numeric,6606,1
FLSCHOOL,,Financial education in school lessons (WLE),numeric,6606,1
FLMULTSB,,"Financial education in school lessons, multiple subjects (WLE)",numeric,6606,1
FLFAMILY,,Parental involvement in matters of FL (WLE),numeric,6606,1
ACCESSFP,,"Access to money and financial products, sources of money (WLE)",numeric,6606,1
FLCONFIN,,Confidence about financial matters (WLE),numeric,6606,1
FLCONICT,,Confidence about financial matters using digital devices (WLE),numeric,6606,1
ACCESSFA,,"Access to money and financial products, financial activities (WLE)",numeric,6606,1
ATTCONFM,,Attitudes towards and confidence about financial matters (WLE),numeric,6606,1
FRINFLFM,,Friends’ influence on financial matters (WLE),numeric,6606,1
ICTSCH,,ICT availability at school  (WLE),numeric,131,110
ICTAVSCH,,Availability and Usage of ICT at School,numeric,119,9
ICTHOME,,ICT availability outside of school (WLE),numeric,138,65
ICTAVHOM,,Availability and Usage of ICT at Home,numeric,131,8
ICTQUAL,,Quality of access to ICT (WLE),numeric,139,1476
ICTSUBJ,,Subject-related ICT Use During Lessons (WLE),numeric,186,603
ICTENQ,,Use of ICT in enquiry-based learning activities (WLE),numeric,155,4166
ICTFEED,,Support or feedback via ICT  (WLE),numeric,163,411
ICTOUT,,Use of ICT for school activities outside of the classroom (WLE),numeric,157,3056
ICTWKDY,,Frequency of ICT activity (weekday) (WLE),numeric,173,2870
ICTWKEND,,Frequency of ICT activity (weekend) (WLE),numeric,204,3154
ICTREG,,Views of regulated ICT use in school (WLE),numeric,189,993
ICTINFO,,Students’ practices regarding online information (WLE),numeric,193,911
ICTDISTR,,Distress from online content and cyberbullying,numeric,6606,1
ICTEFFIC,,Self-efficacy in digital competencies (WLE),numeric,258,3242
STUBMI,,Body Mass Index (BMI),numeric,6606,1
BODYIMA,,Body Image (WLE),numeric,6606,1
SOCONPA,,Social connection to Parents (WLE),numeric,6606,1
LIFESAT,,Students' Life Satisfaction across Domains (WLE),numeric,6606,1
PSYCHSYM,,Psychosomatic Symptoms (WLE),numeric,6606,1
SOCCON,,Social Connections: Ease of Communication About Worries and Concerns (WLE),numeric,6606,1
EXPWB,,Experienced Well-being (Previous Day) (WLE),numeric,6606,1
CURSUPP,,Current Parental/guardian Support (WLE),numeric,6606,1
PQMIMP,,Parent Attitudes Toward Mathematics (WLE),numeric,6606,1
PQMCAR,,Mathematics Career (WLE),numeric,6606,1
PARINVOL,,Parental Involvement (WLE),numeric,6606,1
PQSCHOOL,,School quality (WLE),numeric,6606,1
PASCHPOL,,School Policies for Parental Involvement  (WLE),numeric,6606,1
ATTIMMP,,Parents' Attitudes towards Immigrants (WLE),numeric,6606,1
PAREXPT,,Parent’s expectations in child’s career,numeric,6606,1
CREATHME,,Creative Home Environment (WLE),numeric,6606,1
CREATACT,,Participation in creative activities outside of school (WLE),numeric,6606,1
CREATOPN,,Creativity and Openness to Intellect (WLE),numeric,6606,1
CREATOR,,Openness to creativity: Other’s report (WLE),numeric,6606,1
W_FSTUWT,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT,numeric,0,443
W_FSTURWT1,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1,numeric,0,779
W_FSTURWT2,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2,numeric,0,777
W_FSTURWT3,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3,numeric,0,780
W_FSTURWT4,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4,numeric,0,780
W_FSTURWT5,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5,numeric,0,782
W_FSTURWT6,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6,numeric,0,771
W_FSTURWT7,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7,numeric,0,771
W_FSTURWT8,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8,numeric,0,770
W_FSTURWT9,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9,numeric,0,771
W_FSTURWT10,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10,numeric,0,781
W_FSTURWT11,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11,numeric,0,781
W_FSTURWT12,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12,numeric,0,783
W_FSTURWT13,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13,numeric,0,774
W_FSTURWT14,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14,numeric,0,781
W_FSTURWT15,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15,numeric,0,777
W_FSTURWT16,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16,numeric,0,776
W_FSTURWT17,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17,numeric,0,785
W_FSTURWT18,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18,numeric,0,783
W_FSTURWT19,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19,numeric,0,779
W_FSTURWT20,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20,numeric,0,778
W_FSTURWT21,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21,numeric,0,778
W_FSTURWT22,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22,numeric,0,774
W_FSTURWT23,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23,numeric,0,780
W_FSTURWT24,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24,numeric,0,785
W_FSTURWT25,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25,numeric,0,779
W_FSTURWT26,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26,numeric,0,776
W_FSTURWT27,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27,numeric,0,775
W_FSTURWT28,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28,numeric,0,780
W_FSTURWT29,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29,numeric,0,783
W_FSTURWT30,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30,numeric,0,772
W_FSTURWT31,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31,numeric,0,776
W_FSTURWT32,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32,numeric,0,775
W_FSTURWT33,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33,numeric,0,777
W_FSTURWT34,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 34,numeric,0,772
W_FSTURWT35,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 35,numeric,0,778
W_FSTURWT36,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 36,numeric,0,779
W_FSTURWT37,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 37,numeric,0,781
W_FSTURWT38,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 38,numeric,0,768
W_FSTURWT39,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 39,numeric,0,777
W_FSTURWT40,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 40,numeric,0,771
W_FSTURWT41,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 41,numeric,0,781
W_FSTURWT42,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 42,numeric,0,782
W_FSTURWT43,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 43,numeric,0,772
W_FSTURWT44,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 44,numeric,0,775
W_FSTURWT45,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 45,numeric,0,776
W_FSTURWT46,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 46,numeric,0,772
W_FSTURWT47,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 47,numeric,0,779
W_FSTURWT48,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 48,numeric,0,777
W_FSTURWT49,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 49,numeric,0,780
W_FSTURWT50,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 50,numeric,0,780
W_FSTURWT51,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 51,numeric,0,782
W_FSTURWT52,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 52,numeric,0,782
W_FSTURWT53,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 53,numeric,0,773
W_FSTURWT54,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 54,numeric,0,778
W_FSTURWT55,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 55,numeric,0,783
W_FSTURWT56,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 56,numeric,0,776
W_FSTURWT57,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 57,numeric,0,787
W_FSTURWT58,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 58,numeric,0,776
W_FSTURWT59,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 59,numeric,0,769
W_FSTURWT60,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 60,numeric,0,773
W_FSTURWT61,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 61,numeric,0,777
W_FSTURWT62,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 62,numeric,0,773
W_FSTURWT63,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 63,numeric,0,784
W_FSTURWT64,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 64,numeric,0,776
W_FSTURWT65,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 65,numeric,0,784
W_FSTURWT66,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 66,numeric,0,772
W_FSTURWT67,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 67,numeric,0,779
W_FSTURWT68,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 68,numeric,0,777
W_FSTURWT69,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 69,numeric,0,776
W_FSTURWT70,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 70,numeric,0,772
W_FSTURWT71,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 71,numeric,0,773
W_FSTURWT72,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 72,numeric,0,777
W_FSTURWT73,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 73,numeric,0,778
W_FSTURWT74,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 74,numeric,0,781
W_FSTURWT75,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 75,numeric,0,775
W_FSTURWT76,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 76,numeric,0,778
W_FSTURWT77,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 77,numeric,0,781
W_FSTURWT78,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 78,numeric,0,775
W_FSTURWT79,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 79,numeric,0,781
W_FSTURWT80,n,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 80,numeric,0,782
UNIT,,REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER,numeric,0,2
WVARSTRR,,RANDOMIZED FINAL VARIANCE STRATUM (1-80),numeric,0,80
PV1MATH,,Plausible Value 1 in Mathematics,numeric,0,6545
PV2MATH,,Plausible Value 2 in Mathematics,numeric,0,6533
PV3MATH,,Plausible Value 3 in Mathematics,numeric,0,6540
PV4MATH,,Plausible Value 4 in Mathematics,numeric,0,6551
PV5MATH,,Plausible Value 5 in Mathematics,numeric,0,6551
PV6MATH,,Plausible Value 6 in Mathematics,numeric,0,6551
PV7MATH,,Plausible Value 7 in Mathematics,numeric,0,6562
PV8MATH,,Plausible Value 8 in Mathematics,numeric,0,6538
PV9MATH,,Plausible Value 9 in Mathematics,numeric,0,6539
PV10MATH,,Plausible Value 10 in Mathematics,numeric,0,6556
PV1READ,,Plausible Value 1 in Reading,numeric,0,6562
PV2READ,,Plausible Value 2 in Reading,numeric,0,6559
PV3READ,,Plausible Value 3 in Reading,numeric,0,6539
PV4READ,,Plausible Value 4 in Reading,numeric,0,6555
PV5READ,,Plausible Value 5 in Reading,numeric,0,6547
PV6READ,,Plausible Value 6 in Reading,numeric,0,6553
PV7READ,,Plausible Value 7 in Reading,numeric,0,6545
PV8READ,,Plausible Value 8 in Reading,numeric,0,6557
PV9READ,,Plausible Value 9 in Reading,numeric,0,6545
PV10READ,,Plausible Value 10 in Reading,numeric,0,6550
PV1SCIE,,Plausible Value 1 in Science,numeric,0,6542
PV2SCIE,,Plausible Value 2 in Science,numeric,0,6554
PV3SCIE,,Plausible Value 3 in Science,numeric,0,6544
PV4SCIE,,Plausible Value 4 in Science,numeric,0,6541
PV5SCIE,,Plausible Value 5 in Science,numeric,0,6552
PV6SCIE,,Plausible Value 6 in Science,numeric,0,6549
PV7SCIE,,Plausible Value 7 in Science,numeric,0,6542
PV8SCIE,,Plausible Value 8 in Science,numeric,0,6545
PV9SCIE,,Plausible Value 9 in Science,numeric,0,6546
PV10SCIE,,Plausible Value 10 in Science,numeric,0,6538
PV1MCCR,,Plausible Value 1 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6542
PV2MCCR,,Plausible Value 2 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6549
PV3MCCR,,Plausible Value 3 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6541
PV4MCCR,,Plausible Value 4 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6558
PV5MCCR,,Plausible Value 5 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6548
PV6MCCR,,Plausible Value 6 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6547
PV7MCCR,,Plausible Value 7 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6563
PV8MCCR,,Plausible Value 8 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6554
PV9MCCR,,Plausible Value 9 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6545
PV10MCCR,,Plausible Value 10 in Content Subscale of Mathematics - Change and Relationships,numeric,0,6539
PV1MCQN,,Plausible Value 1 in Content Subscale of Mathematics - Quantity,numeric,0,6543
PV2MCQN,,Plausible Value 2 in Content Subscale of Mathematics - Quantity,numeric,0,6539
PV3MCQN,,Plausible Value 3 in Content Subscale of Mathematics - Quantity,numeric,0,6549
PV4MCQN,,Plausible Value 4 in Content Subscale of Mathematics - Quantity,numeric,0,6550
PV5MCQN,,Plausible Value 5 in Content Subscale of Mathematics - Quantity,numeric,0,6567
PV6MCQN,,Plausible Value 6 in Content Subscale of Mathematics - Quantity,numeric,0,6561
PV7MCQN,,Plausible Value 7 in Content Subscale of Mathematics - Quantity,numeric,0,6551
PV8MCQN,,Plausible Value 8 in Content Subscale of Mathematics - Quantity,numeric,0,6562
PV9MCQN,,Plausible Value 9 in Content Subscale of Mathematics - Quantity,numeric,0,6544
PV10MCQN,,Plausible Value 10 in Content Subscale of Mathematics - Quantity,numeric,0,6540
PV1MCSS,,Plausible Value 1 in Content Subscale of Mathematics - Space and Shape,numeric,0,6565
PV2MCSS,,Plausible Value 2 in Content Subscale of Mathematics - Space and Shape,numeric,0,6558
PV3MCSS,,Plausible Value 3 in Content Subscale of Mathematics - Space and Shape,numeric,0,6558
PV4MCSS,,Plausible Value 4 in Content Subscale of Mathematics - Space and Shape,numeric,0,6545
PV5MCSS,,Plausible Value 5 in Content Subscale of Mathematics - Space and Shape,numeric,0,6541
PV6MCSS,,Plausible Value 6 in Content Subscale of Mathematics - Space and Shape,numeric,0,6554
